State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,Anadarko Timberloch Place,The Woodlands,167,01/11/2007,02/01/2007,,,,Gulf Coast WDB,Montgomery,,
Texas,Kerr-McGee Corporation,Houston,167,01/11/2007,02/01/2007,,,,Gulf Coast WDB,Harris,,
Texas,Kerr-McGee Corporation2,Houston,167,01/11/2007,02/01/2007,,,,Gulf Coast WDB,Harris,,
Texas,Kerr-McGee Corporation3,Houston,166,01/11/2007,02/01/2007,,,,Gulf Coast WDB,Harris,,
Texas,Western Gas Resources - Houston,Houston,166,01/11/2007,02/01/2007,,,,Gulf Coast WDB,Harris,,
Texas,AT&T - LaMarque,La Marque,63,01/09/2007,03/17/2007,,,,Gulf Coast WDB,Galveston,,
Texas,Medical Center at Terrell,Terrell,,01/08/2007,03/09/2007,,,,North Central Texas WDB,Kaufman,,
Texas,Medical Center at Terrell 2,Terrell,,01/08/2007,03/09/2007,,,,North Central Texas WDB,Kaufman,,
Texas,Wills Point Rural Health Clinic,Wills Point,,01/08/2007,03/09/2007,,,,East Texas WDB,Van Zandt,,
Texas,Houston Town and Country Hospital,Houston,298,01/05/2007,01/15/2007,,,,Gulf Coast WDB,Harris,,
Texas,Telematics/Powertrain Continental,Seguin,10,01/04/2007,03/05/2007,,,,Alamo WDB,Guadalupe,,
Texas,Crane Plumbing,Hearne,136,01/02/2007,05/31/2007,,,,Brazos Valley WDB,Robertson,,
Texas,Duke Energy North America,Houston,64,12/28/2006,12/31/2007,,,,Gulf Coast WDB,Harris,,
Texas,Verizon Business-Houston,Houston,54,12/15/2006,02/23/2007,,,,Gulf Coast WDB,Harris,,
Texas,"Angelica Textile Services, Inc.",Wichita Falls,57,12/05/2006,02/05/2007,,,,North Texas WDB,Wichita,,
Texas,CertainTeed Corporation,Ennis,52,12/05/2006,02/02/2007,,,,North Central Texas WDB,Ellis,,
Texas,Applied Materials,Austin,,11/30/2006,02/28/2007,,,,Capital Area WDB,Travis,,
Texas,"Applied Materials, Inc. - Austin4",Austin,,11/30/2006,02/28/2007,,,,Rural Capital WDB,Williamson,,
Texas,"Applied Materials, Inc. - Austin2",Austin,,11/30/2006,02/28/2007,,,,Capital Area WDB,Travis,,
Texas,"Applied Materials, Inc. - Austin9",Austin,,11/30/2006,02/28/2007,,,,Capital Area WDB,Travis,,
Texas,"Applied Materials, Inc. - Richardson",Richardson,,11/30/2006,02/28/2007,,,,North Central Texas WDB,Collin,,
Texas,Hartford Fire Insurance Company,Dallas,55,11/30/2006,01/31/2007,,,,North Central Texas WDB,Collin,,
Texas,Danvid Windows & Doors,Carrollton,230,11/28/2006,01/29/2007,,,,Dallas County WDB,Dallas,,
Texas,"Telvista, Inc. - Grapevine",Grapevine,,11/17/2006,12/31/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Sun Microsystems, Inc.",Austin,,11/15/2006,11/27/2006,,,,Capital Area WDB,Travis,,
Texas,Magnetek Inc. Telecom Power Systems,Dallas,71,11/15/2006,01/26/2007,,,,Dallas County WDB,Dallas,,
Texas,"Telvista, Inc. - Grapevine",Grapevine,24,11/15/2006,12/28/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Sun Microsystems, Inc. - Dallas2",Dallas,13,11/15/2006,11/27/2006,,,,Dallas County WDB,Dallas,,
Texas,"Sun Microsystems, Inc. - Houston",Houston,3,11/15/2006,11/27/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Sun Microsystems, Inc. - San Antonio",San Antonio,1,11/15/2006,11/27/2006,,,,Alamo WDB,Bexar,,
Texas,"La Espiga De Oro, Inc.",Houston,,11/14/2006,11/21/2006,,,,Gulf Coast WDB,Harris,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,7,11/14/2006,01/15/2007,,,,Tarrant County WDB,Tarrant,,
Texas,"Rayloc Industries, Inc.",Stephenville,122,11/13/2006,02/09/2007,,,,North Central Texas WDB,Erath,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,4,11/07/2006,01/08/2007,,,,Tarrant County WDB,Tarrant,,
Texas,Good Shepherd Health System,Longview,232,11/02/2006,01/01/2007,,,,East Texas WDB,Gregg,,
Texas,Enron Corporation,Houston,97,10/30/2006,12/31/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Ethicon, Inc.",San Angelo,60,10/27/2006,12/30/2006,,,,Concho Valley WDB,Tom Green,,
Texas,"Moll Industries, Inc. - New Braunfels",New Braunfels,126,10/27/2006,10/30/2006,,,,Alamo WDB,Comal,,
Texas,Foley's,Houston,13,10/26/2006,01/02/2007,,,,Gulf Coast WDB,Harris,,
Texas,Aerotek,Irving,139,10/19/2006,12/18/2006,,,,Dallas County WDB,Dallas,,
Texas,Americana Foods Limited Partnership,Dallas,200,10/12/2006,10/12/2006,,,,Dallas County WDB,Dallas,,
Texas,Kimberly Clark-N. Richland Hills,N. Richland Hills,72,10/11/2006,12/04/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Royal Window Coverings (USA) L.P.,Houston,307,10/06/2006,12/15/2006,,,,Gulf Coast WDB,Harris,,
Texas,General Dynamics,Garland,26,10/06/2006,12/13/2006,,,,Dallas County WDB,Dallas,,
Texas,"Digby Truck Line, Inc.",Fort Worth,105,10/06/2006,12/11/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Duke Energy North America,Houston,35,10/02/2006,05/30/2006,,,,Gulf Coast WDB,Harris,,
Texas,AMS Services,College Station,64,09/29/2006,12/31/2006,,,,Brazos Valley WDB,Brazos,,
Texas,Atos Origin,Galveston,54,09/27/2006,12/01/2006,,,,Gulf Coast WDB,Galveston,,
Texas,"Sun Microsystems, Inc.",Austin,3,09/27/2006,11/27/2006,,,,Capital Area WDB,Travis,,
Texas,"Sun Microsystems, Inc. - Houston",Houston,2,09/27/2006,11/27/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Sun Microsystems, Inc. - San Antonio",San Antonio,1,09/27/2006,11/27/2006,,,,Alamo WDB,Bexar,,
Texas,"Sun Microsystems, Inc. - Dallas2",Dallas,5,09/27/2006,10/02/2006,,,,Dallas County WDB,Dallas,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,47,09/18/2006,11/18/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Prism Hospitality/Stoneleigh Hotel,Dallas,58,09/15/2006,11/15/2006,,,,Dallas County WDB,Dallas,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,66,09/15/2006,11/11/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Valley-Dynamo L.P,Richland Hills,70,09/05/2006,12/31/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Serta Mattress Company,Austin,14,09/05/2006,11/15/2006,,,,Capital Area WDB,Travis,,
Texas,General Dynamics,Garland,9,09/05/2006,11/06/2006,,,,Dallas County WDB,Dallas,,
Texas,Pizza Inn,The Colony,52,09/01/2006,11/01/2006,,,,North Central Texas WDB,Denton,,
Texas,Foley's,Houston,5,08/28/2006,11/01/2006,,,,Gulf Coast WDB,Harris,,
Texas,Houston Distribution Center,Houston,16,08/21/2006,10/25/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Arbor E&T, LLC - Brownsville",Brownsville,106,08/21/2006,09/30/2006,,,,Cameron County WDB,Cameron,,
Texas,SERCO - Workforce Solutions for Tarrant Co. Operat,Ft. Worth,13,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Arlington Workforce center,Arlington,22,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Eastside Workforce Center,Fort Worth,18,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Resource Connection Wkfc Center,Fort Worth,21,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Alliance Opportunity Center,Fort Worth,6,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Downtown Workforce Center,Fort Worth,13,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Northside Workforce Center,Fort Worth,16,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Westside Workforce Center,Fort Worth,10,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Mid-Cities Workforce Center,Bedford,13,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,SERCO - Youth Staff Arlington Youth Center,Arlington,10,08/09/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Houston Distribution Center,Houston,6,08/02/2006,10/06/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Sun Microsystems, Inc. - Houston",Houston,5,08/02/2006,10/02/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Sun Microsystems, Inc. - San Antonio",San Antonio,1,08/02/2006,10/02/2006,,,,Alamo WDB,Bexar,,
Texas,"Sun Microsystems, Inc. - Dallas2",Dallas,14,08/02/2006,08/31/2006,,,,Dallas County WDB,Dallas,,
Texas,"Sun Microsystems, Inc.",Austin,25,08/02/2006,08/21/2006,,,,Capital Area WDB,Travis,,
Texas,Duke Energy North America,Houston,92,08/02/2006,04/30/2006,,,,Gulf Coast WDB,Harris,,
Texas,Kimberly Clark-N. Richland Hills,N. Richland Hills,27,08/01/2006,10/01/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Northrup Grummun/EMSC - Cameron,Brownsville,,07/28/2006,09/30/2006,,,,Cameron County WDB,Cameron,,
Texas,Northrup Grummun/EMSC - Dallas,Dallas,,07/28/2006,09/30/2006,,,,Dallas County WDB,Dallas,,
Texas,Northrup Grummun/EMSC - Dallas2,Dallas,,07/28/2006,09/30/2006,,,,Dallas County WDB,Dallas,,
Texas,Northrup Grummun/EMSC - Fort Worth,Fort Worth,,07/28/2006,09/30/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Northrup Grummun/EMSC - Houston,Houston,,07/28/2006,09/30/2006,,,,Gulf Coast WDB,Harris,,
Texas,Northrup Grummun/EMSC - Houston2,Houston,,07/28/2006,09/30/2006,,,,Gulf Coast WDB,Harris,,
Texas,Northrup Grummun/EMSC - Houston3,Houston,,07/28/2006,09/30/2006,,,,Gulf Coast WDB,Harris,,
Texas,Northrup Grummun/EMSC - McAllen,McAllen,,07/28/2006,09/30/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,Northrup Grummun/EMSC - San Antonio,San Antonio,,07/28/2006,09/30/2006,,,,Alamo WDB,Bexar,,
Texas,Northrup Grummun/EMSC - Dallas3,Dallas,,07/28/2006,09/30/2006,,,,Dallas County WDB,Dallas,,
Texas,Foley's,Houston,5,07/27/2006,10/01/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Windstream Communications, Inc./VALOR Telecom",Texarkana,230,07/20/2006,09/30/2006,,,,North East Texas WDB,Bowie,,
Texas,"Windstream Communications, Inc. - Irving",Irving,170,07/20/2006,09/20/2006,,,,Dallas County WDB,Dallas,,
Texas,Houston Distribution Center,Houston,13,07/18/2006,09/20/2006,,,,Gulf Coast WDB,Harris,,
Texas,Target Stores - Houston6,Houston,,07/12/2006,10/03/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Washington Mutual Bank, Inc.",Houston,110,07/12/2006,09/15/2006,,,,Gulf Coast WDB,Harris,,
Texas,The Variable Annuity Life Insurance Company,Houston,56,07/05/2006,10/06/2006,,,,Gulf Coast WDB,Harris,,
Texas,The Variable Annuity Life Insurance Company2,Houston,55,07/05/2006,10/06/2006,,,,Gulf Coast WDB,Harris,,
Texas,Target Stores - Denton,Denton,,06/30/2006,10/04/2006,,,,North Central Texas WDB,Denton,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,135,06/29/2006,08/28/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Foley's,Houston,52,06/26/2006,09/01/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Sun Microsystems, Inc. - Dallas2",Dallas,10,06/21/2006,10/02/2006,,,,Dallas County WDB,Dallas,,
Texas,"Sun Microsystems, Inc.",Austin,5,06/21/2006,08/21/2006,,,,Capital Area WDB,Travis,,
Texas,"Sun Microsystems, Inc. - San Antonio",San Antonio,2,06/21/2006,07/09/2006,,,,Alamo WDB,Bexar,,
Texas,"Schneider Specialized Carriers, Inc - Tarrant",Arlington,,06/16/2006,08/15/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Schneider Specialized Carriers, Inc - Dallas Co",Dallas,,06/16/2006,08/15/2006,,,,Dallas County WDB,Dallas,,
Texas,"Schneider Specialized Carriers, Inc - N Central TX",Corsicana,6,06/16/2006,08/15/2006,,,,North Central Texas WDB,Navarro,,
Texas,"Schneider Specialized Carriers, Inc - N TX",Wichita Falls,6,06/16/2006,08/15/2006,,,,North Texas WDB,Archer,,
Texas,"Schneider Specialized Carriers, Inc - Alamo",San Antonio,8,06/16/2006,08/15/2006,,,,Alamo WDB,Bexar,,
Texas,"Schneider Specialized Carriers, Inc - Gulf Coast",Humble,2,06/16/2006,08/15/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Schneider Specialized Carriers, Inc - Central TX",Gatesville,2,06/16/2006,08/15/2006,,,,Central Texas WDB,Coryell,,
Texas,"Schneider Specialized Carriers, Inc - Rural",Wimberley,1,06/16/2006,08/15/2006,,,,Rural Capital WDB,Hays,,
Texas,"Schneider Specialized Carriers, Inc - East TX",Athens,1,06/16/2006,08/15/2006,,,,East Texas WDB,Henderson,,
Texas,"Schneider Specialized Carriers, Inc - Lower Rio",Donna,1,06/16/2006,08/15/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,Charter Communications,Fort Worth,130,06/15/2006,12/01/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Airbase Services, Inc.",Grand Prairie,20,06/15/2006,07/01/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Foley's - San Antonio,San Antonio,,06/14/2006,08/18/2006,,,,Alamo WDB,Bexar,,
Texas,Macy's - San Antonio,San Antonio,,06/14/2006,08/18/2006,,,,Alamo WDB,Bexar,,
Texas,Foley's - Frisco,Frisco,76,06/14/2006,08/18/2006,,,,North Central Texas WDB,Collin,,
Texas,Macy's - Frisco,Frisco,76,06/14/2006,08/18/2006,,,,North Central Texas WDB,Collin,,
Texas,Kimberly Clark-N. Richland Hills,N. Richland Hills,4,06/01/2006,08/01/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Nautilus, Inc. - Tyler",Tyler,55,05/31/2006,07/30/2006,,,,East Texas WDB,Smith,,
Texas,Foley's,Houston,153,05/26/2006,08/01/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Lear Siegler Services, Inc. - New Boston",New Boston,205,05/11/2006,05/10/2006,,,,North East Texas WDB,Bowie,,
Texas,"Sun Microsystems, Inc. - Dallas2",Dallas,5,05/09/2006,06/05/2006,,,,Dallas County WDB,Dallas,,
Texas,"Symphony Health Services, LLC - Richardson",Richardson,1,05/04/2006,07/03/2006,,,,Dallas County WDB,Dallas,,
Texas,Verizon Business,Austin,6,05/02/2006,07/03/2006,,,,Capital Area WDB,Travis,,
Texas,DynCorp International,Fort Hood,537,05/01/2006,07/01/2006,,,,Central Texas WDB,Bell,,
Texas,Oceanic Systems,Dallas,55,05/01/2006,07/01/2006,,,,Dallas County WDB,Dallas,,
Texas,Kimberly Clark-N. Richland Hills,N. Richland Hills,13,05/01/2006,07/01/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Foley's,Houston,57,04/26/2006,07/01/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Nautilus, Inc.",Tyler,55,04/20/2006,09/29/2006,,,,East Texas WDB,Smith,,
Texas,Dallas Commercial Lending Services,Richardson,34,04/13/2006,07/31/2006,,,,Dallas County WDB,Dallas,,
Texas,Taylor Publishing - San Angelo,San Angelo,114,04/13/2006,04/28/2006,,,,Concho Valley WDB,Tom Green,,
Texas,"Sun Microsystems, Inc. - Dallas",Dallas,5,04/12/2006,06/05/2006,,,,Dallas County WDB,Dallas,,
Texas,"Sun Microsystems, Inc.",Austin,24,04/06/2006,05/08/2006,,,,Capital Area WDB,Travis,,
Texas,"Sun Microsystems, Inc. - San Antonio",San Antonio,4,04/05/2006,07/09/2006,,,,Alamo WDB,Bexar,,
Texas,"Sun Microsystems, Inc. - Dallas",Dallas,5,04/05/2006,07/02/2006,,,,Dallas County WDB,Dallas,,
Texas,General Dynamics,Garland,160,04/04/2006,06/16/2006,,,,Dallas County WDB,Dallas,,
Texas,American Airlines - Austin2,Austin,,03/31/2006,05/29/2006,,,,Capital Area WDB,Travis,,
Texas,American Airlines - San Antonio,San Antonio,16,03/31/2006,05/29/2006,,,,Alamo WDB,Bexar,,
Texas,Foley's,Houston,23,03/27/2006,06/01/2006,,,,Gulf Coast WDB,Harris,,
Texas,The Wornick Company-Right Away Divisions,McAllen,72,03/22/2006,09/29/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,The Wornick Co-Cold Storage Facility,McAllen,72,03/22/2006,05/22/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,The Wornick Co-5-Star,McAllen,71,03/22/2006,05/22/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,American Airlines - Austin,Austin,27,03/22/2006,04/03/2006,,,,Capital Area WDB,Travis,,
Texas,Volvo Car Finance,Richardson,128,03/15/2006,05/31/2006,,,,Dallas County WDB,Dallas,,
Texas,"Sun Microsystems, Inc.",Austin,2,03/08/2006,05/21/2006,,,,Capital Area WDB,Travis,,
Texas,ACS,Dallas,,03/03/2006,11/01/2006,,,,Dallas County WDB,Dallas,,
Texas,Foley's,Houston,265,03/01/2006,05/01/2006,,,,Gulf Coast WDB,Harris,,
Texas,"Value Frozen Foods, Inc.",Monte Alto,449,02/27/2006,04/30/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,"Arbor E&T, LLC",Dallas,75,02/27/2006,03/31/2006,,,,Dallas County WDB,Dallas,,
Texas,DNA Productions,Irving,80,02/22/2006,04/21/2006,,,,Dallas County WDB,Dallas,,
Texas,"Perlos, Inc.",Fort Worth,"1,209",02/21/2006,04/01/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Gabberts, Inc. - Ft. Worth",Fort Worth,16,02/16/2006,05/31/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Gabberts, Inc. - Dallas",Dallas,33,02/16/2006,05/01/2006,,,,Dallas County WDB,Dallas,,
Texas,"Fujicolor Processing, Inc.",Dallas,54,02/15/2006,04/17/2006,,,,Dallas County WDB,Dallas,,
Texas,"Walsh Healthcare Solutions, Inc.",Texarkana,20,02/06/2006,03/31/2006,,,,North East Texas WDB,Bowie,,
Texas,Enterprise Management Services Corp-San Antonio,San Antonio,,02/02/2006,03/31/2006,,,,Alamo WDB,Bexar,,
Texas,Enterprise Management Services Corp-Brownsville,Brownsville,,02/02/2006,03/31/2006,,,,Cameron County WDB,Cameron,,
Texas,Enterprise Management Services Corp-Dallas N.,Dallas,,02/02/2006,03/31/2006,,,,Dallas County WDB,Dallas,,
Texas,Enterprise Management Services Corp-Dallas S.,Dallas,,02/02/2006,03/31/2006,,,,Dallas County WDB,Dallas,,
Texas,Enterprise Management Services Corp-McAllen,McAllen,,02/02/2006,03/31/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,Enterprise Management Services Corp-Ft. Worth,Ft. Worth,1,02/02/2006,03/31/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Houston Distribution Center,Houston,26,02/01/2006,04/06/2007,,,,Gulf Coast WDB,Harris,,
Texas,Kimberly Clark,N. Richland Hills,20,01/31/2006,03/31/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Cingular Wireless - Richardson,Richardson,5,01/27/2006,03/28/2006,,,,Dallas County WDB,Dallas,,
Texas,"HIT Entertainment, Inc.",Allen,70,01/26/2006,01/26/2006,,,,North Central Texas WDB,Collin,,
Texas,"Motorola, Inc. - Ft. Worth",Fort Worth,83,01/24/2006,03/31/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Capgemini Energy - Irving,Irving,153,01/23/2006,03/31/2006,,,,Dallas County WDB,Dallas,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,352,01/09/2006,03/13/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Kimberly Clark,N. Richland Hills,6,01/05/2006,03/01/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Delaware North Companies Sportservice, Inc.",Dallas,,12/13/2005,02/15/2006,,,,Dallas County WDB,Dallas,,
Texas,Transamerica Life Insurance Company,Bedford,5,12/12/2005,12/13/2005,,,,Tarrant County WDB,Tarrant,,
Texas,"Tecstar, LLC",Fort Worth,136,12/07/2005,12/09/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Regency Plastics,McAllen,39,12/06/2005,02/03/2006,,,,Lower Rio Grande Valley WDB,Hidalgo,,
Texas,Capgemini Energy - Irving,Irving,65,12/02/2005,02/07/2006,,,,Dallas County WDB,Dallas,,
Texas,FM Industries Inc,Fort Worth,112,12/01/2005,02/13/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Kimberly Clark,N. Richland Hills,8,11/29/2005,01/31/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Raytheon-Sherman1,Sherman,197,11/22/2005,01/27/2006,,,,Texoma WDB,Grayson,,
Texas,Target Stores - San Antonio2,San Antonio,112,11/17/2005,01/28/2006,,,,Alamo WDB,Bexar,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,335,11/14/2005,01/04/2006,,,,Tarrant County WDB,Tarrant,,
Texas,"Papercon, Inc.",Farmers Branch,47,11/11/2005,01/13/2006,,,,Dallas County WDB,Dallas,,
Texas,Kimberly Clark,N. Richland Hills,7,11/01/2005,01/03/2006,,,,Tarrant County WDB,Tarrant,,
Texas,Jon-Lin Corporation,Marlin,84,11/01/2005,01/02/2006,,,,Heart of Texas WDB,Falls,,
Texas,Crown Cork & Seal - Abilene,Abilene,130,10/24/2005,12/15/2005,,,,West Central WDB,Taylor,,
Texas,JPMorgan Chase,Houston,325,10/24/2005,11/01/2005,,,,Gulf Coast WDB,Harris,,
Texas,Cingular Wireless - Dallas2,Dallas,2,10/21/2005,12/20/2005,,,,North Central Texas WDB,Collin,,
Texas,"Carlson Companies, Inc.",Carrollton,4,10/10/2005,01/01/2006,,,,North Central Texas WDB,Denton,,
Texas,Forward Manufacturing,Fort Worth,67,10/07/2005,12/09/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Pasadena Paper Company,Pasadena,262,10/06/2005,10/06/2005,,,,Gulf Coast WDB,Harris,,
Texas,McKesson Corporation - San Antonio (Walsh S. West),San Antonio,80,10/04/2005,01/26/2006,,,,Alamo WDB,Bexar,,
Texas,McKesson Corporation - Flower Mound,Flower Mound,9,10/04/2005,11/30/2005,,,,North Central Texas WDB,Denton,,
Texas,Kimberly Clark,N. Richland Hills,8,09/30/2005,12/02/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Wilson Memorial Hospital,Floresville,156,09/30/2005,11/30/2005,,,,Alamo WDB,Wilson,,
Texas,SavaSeniorCare,Houston,71,09/30/2005,09/26/2005,,,,Gulf Coast WDB,Harris,,
Texas,Champion Air,Dallas,81,09/28/2005,12/01/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Spirit Aviation Services,Fort Worth,99,09/22/2005,11/22/2005,,,,Tarrant County WDB,Tarrant,,
Texas,"ACS State and Local Solutions, Inc. - Austin2",Austin,122,09/19/2005,11/23/2005,,,,Rural Capital WDB,Williamson,,
Texas,PP Data Services-Six Flags Astroworld,Houston,119,09/19/2005,10/30/2005,,,,Gulf Coast WDB,Harris,,
Texas,General Motors Acceptance Corporation - Richardson,Richardson,81,09/16/2005,12/31/2005,,,,North Central Texas WDB,Collin,,
Texas,"NCO Financial Systems, Inc - Grapevine",Grapevine,131,09/12/2005,11/12/2005,,,,Tarrant County WDB,Tarrant,,
Texas,G. E. Consumer Finance,Frisco,20,09/08/2005,11/08/2005,,,,North Central Texas WDB,Collin,,
Texas,Smurfit-Stone Container Division - Grand Prairie,Grand Prairie,30,09/01/2005,10/31/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Pro Demonstration Services,San Antonio,733,09/01/2005,10/17/2005,,,,Alamo WDB,Bexar,,
Texas,Kimberly Clark,N. Richland Hills,12,08/30/2005,11/01/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Transamerica Life Insurance Company,Bedford,6,08/29/2005,08/30/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Cingular Wireless - Richardson,Richardson,5,08/26/2005,10/25/2005,,,,Dallas County WDB,Dallas,,
Texas,Cingular Wireless - Farmers Branch,Farmers Branch,1,08/26/2005,10/25/2005,,,,Dallas County WDB,Dallas,,
Texas,Cingular Wireless,Houston,1,08/26/2005,10/25/2005,,,,Gulf Coast WDB,Harris,,
Texas,Cingular Wireless - Plano,Plano,11,08/26/2005,10/25/2005,,,,North Central Texas WDB,Collin,,
Texas,General Cable,Bonham,36,08/19/2005,10/22/2005,,,,Texoma WDB,Fannin,,
Texas,"BMK, LP",Carrollton,279,08/16/2005,08/05/2005,,,,Dallas County WDB,Dallas,,
Texas,Global Payments-Dallas,Dallas,80,08/11/2005,10/15/2005,,,,Dallas County WDB,Dallas,,
Texas,Kimberly Clark,N. Richland Hills,8,08/09/2005,10/11/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Target Stores - Houston5,Houston,105,08/03/2005,10/06/2005,,,,Gulf Coast WDB,Harris,,
Texas,Target Stores - San Antonio,San Antonio,129,08/03/2005,10/04/2005,,,,Alamo WDB,Bexar,,
Texas,General Cable,Bonham,14,08/03/2005,10/04/2005,,,,Texoma WDB,Fannin,,
Texas,North Texas Job Corps Center,Mckinney,1,08/02/2005,09/30/2005,,,,North Central Texas WDB,Collin,,
Texas,Kimberly Clark,N. Richland Hills,9,08/01/2005,10/01/2005,,,,Tarrant County WDB,Tarrant,,
Texas,"NCO Financial Systems, Inc. - San Antonio",San Antonio,390,07/29/2005,10/31/2005,,,,Alamo WDB,Bexar,,
Texas,"Mundy Maintenace , Services and Operations, LLC",Port Neches,15,07/25/2005,08/22/2005,,,,South East Texas WDB,Jefferson,,
Texas,Arch Wireless & Metro Call USA Mobility Co.,Plano,80,07/22/2005,07/12/2005,,,,North Central Texas WDB,Collin,,
Texas,"Hexion Speciality Chemicals Company, Inc.",Houston,70,07/15/2005,09/01/2005,,,,Gulf Coast WDB,Harris,,
Texas,Teleperformance USA,Abilene,,07/13/2005,09/16/2005,,,,West Central WDB,Taylor,,
Texas,"Telvista, Inc.",Plano,351,07/07/2005,09/04/2005,,,,North Central Texas WDB,Collin,,
Texas,Kimberly Clark,N. Richland Hills,16,07/05/2005,09/06/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Transamerica Life Insurance Company,Bedford,13,06/28/2005,07/12/2005,,,,Tarrant County WDB,Tarrant,,
Texas,General Cable,Bonham,139,06/27/2005,08/29/2005,,,,Texoma WDB,Fannin,,
Texas,Lockheed Martin Aeronautics Company,Fort Worth,147,06/27/2005,08/22/2005,,,,Tarrant County WDB,Tarrant,,
Texas,Citibank Texas,Bryan,62,06/23/2005,08/29/2005,,,,Brazos Valley WDB,Brazos,,
Texas,Citibank Texas - Bryan2,Bryan,61,06/23/2005,08/29/2005,,,,Brazos Valley WDB,Brazos,,
Texas,Citibank Texas - Bryan3,Bryan,61,06/23/2005,08/29/2005,,,,Brazos Valley WDB,Brazos,,
Texas,Cingular Wireless - Dallas2,Dallas,2,06/20/2005,08/16/2005,,,,North Central Texas WDB,Collin,,
